#GRT188R61H225KE13,,
#2023/01/18,,
#r,,
#DC0V 25degC,,
Frequency[Hz],Resistance[ohm],
99.99999999999999,13.096660308418377,
104.57921513303334,12.419264543561578,
109.3681223784127,11.784225966433143,
114.37632398907938,11.18928113669654,
119.61386192579457,10.63213603691687,
125.09123799230618,10.110492552488381,
130.8194348925486,9.62207135472185,
136.8099382520969,9.164631423217806,
143.0747596480305,8.735986489494557,
149.6264606933842,8.33401870866477,
156.47817822447783,7.956689872987867,
163.643650641628,7.602050473662556,
171.13724545605763,7.268246898387478,
178.97398809823787,6.953527024705468,
187.1695920454257,6.656244435577808,
195.74049032880657,6.374861446259417,
204.70386848341695,6.107951092512181,
214.07769900691426,5.854198191531114,
223.88077739628844,5.612399550493807,
234.132759834772,5.381463365272287,
244.85420260451446,5.160407825104562,
256.06660330404856,4.9483589194929944,
267.79244395319193,4.744547432335804,
280.0552360718164,4.548305106115392,
292.87956782286926,4.359059966008836,
306.2911533141767,4.176330809632835,
320.3168841578819,3.9997208916157017,
334.9848833909005,3.828910861435259,
350.32456186451077,3.663651045536658,
366.36667721614316,3.503753197711384,
383.1433955416162,3.349081872017019,
400.6883558914757,3.1995455971719675,
419.03673772076064,3.0550880478241282,
438.22533142743896,2.915679414549654,
458.2926121209498,2.781308169969069,
479.2788167687661,2.6519734130728096,
501.22602487566456,2.527677948830129,
524.1782428574726,2.4084222273424802,
548.1814922784702,2.2941992287550095,
573.2839021293738,2.184990339711064,
599.5358053309263,2.080762227190233,
626.9898396565933,1.9814646786759607,
655.7010532767296,1.8870293458408482,
685.7270151358366,1.7973693037345053,
717.1279303842347,1.7123793195681256,
749.9667610955984,1.6319367146983235,
784.3093525124082,1.5559026998625782,
820.224565072452,1.4841240662229105,
857.7844124811066,1.4164351221881,
897.0642061062426,1.3526597770251565,
938.142705985285,1.2926136856785164,
981.1022787472119,1.236106383809006,
1026.0290627661395,1.1829433568511154,
1073.0131408776467,1.1329280010521374,
1122.1487210041523,1.0858634474093822,
1173.5343250515148,1.0415542307582006,
1227.2729864556143,0.9998077957593122,
1283.4724567750195,0.9604358391028429,
1342.245421743976,0.923255492916442,
1403.7097272189235,0.8880903582441775,
1467.9886154715934,0.8547713997158436,
1535.2109723024755,0.8231377133532355,
1605.5115854701385,0.7930371790855131,
1679.031414954591,0.7643270082044846,
1755.9178755965756,0.736874193928569,
1836.3251326795319,0.7105558707113669,
1920.4144110468878,0.6852595851788515,
2008.3543183744998,0.6608834788642693,
2100.3211832464335,0.6373363804784051,
2196.4994087119585,0.6145378035420105,
2297.081842032684,0.592417844025033,
2402.270161361206,0.5709169723543258,
2512.2752801266033,0.5499857148776043,
2627.3177699376165,0.5295842216443338,
2747.628302851474,0.5096817201325042,
2873.448113895156,0.49025585817025674,
3005.0294847665045,0.47129194353522286,
3142.6362496850466,0.4527820922488546,
3286.544324406816,0.43472430204813656,
3437.0422594639017,0.41712147152519974,
3594.431818738024,0.39998038860736884,
3759.028584528241,0.3833107140971268,
3931.162590326006,0.3671239866910661,
4111.17898256636,0.35143267515507703,
4299.438712682124,0.33624930118912083,
4496.31926084876,0.3215856531315608,
4702.215392871039,0.3074521062992059,
4917.539951729213,0.29385706077560547,
5142.724685371758,0.2808065022211486,
5378.221112414542,0.2683036861519733,
5624.501427482223,0.25634894144625614,
5882.059448007166,0.24493958484271258,
6151.41160438433,0.23406993506937593,
6433.097975467465,0.22373141306356728,
6727.68337148293,0.21391271351643446,
7035.758466532444,0.20460003262726312,
7357.940982955574,0.19577733736234587,
7694.876929926739,0.1874266625268886,
8047.241898770236,0.1795284234091402,
8415.742417590522,0.17206173347930606,
8801.117367933934,0.16500471847178003,
9204.139466322391,0.15833482002039703,
9625.616813629718,0.15202908375164675,
10066.394515407255,0.14606442829636065,
10527.356376407623,0.14041789300849833,
11009.42667270443,0.13506686325545336,
11513.572004961123,0.12998927296220855,
12040.803236564994,0.1251637846618225,
12592.177520512547,0.12056994764910865,
13168.800419110281,0.11618833498403493,
13771.828120741138,0.11200066008376211,
14402.469758141457,0.10798987351897246,
15061.989832836824,0.10414024043529686,
15751.710750598017,0.10043739879876828,
16473.01547300104,0.09686839845853734,
17227.35029040763,0.09342172087028332,
18016.227721926643,0.09008727926361709,
18841.229548170857,0.08685639909171086,
19704.009982890246,0.08372177878591706,
20606.298989841154,0.08067743115398879,
21549.905751542057,0.07771860619539751,
22536.722296871103,0.07484169663494317,
23568.72729477912,0.07204412805776392,
24647.99002172501,0.06932423611705281,
25776.674510788394,0.06668113382760196,
26957.04389077916,0.06411457240171241,
28191.464924044165,0.061624799383507664,
29482.412752069788,0.05921241795951089,
30832.47585839592,0.05687825124951184,
32244.361258792436,0.05462321511223187,
33720.899929105,0.05244820255290122,
35265.052481653605,0.05035398222801218,
36879.915101565646,0.04834111285111781,
38568.72575494639,0.04640987456379774,
40334.870681335015,0.04456021759963561,
42181.89118346415,0.042791727883527794,
44113.490727937,0.04110360861245977,
46133.54237105995,0.03949467638428537,
48246.09652471983,0.037963370092862846,
50455.38907787768,0.03650777059399183,
52765.84988996271,0.0351256290594622,
55182.11167319754,0.03381440196068396,
57709.01928166397,0.03257129073809075,
60351.639425735055,0.0313932843944914,
63115.27083135204,0.030277203476266692,
66005.4548645163,0.02921974415388451,
69027.98664229971,0.028217521363672744,
72188.92665265215,0.027267110210830357,
75494.61290630474,0.02636508504789558,
78951.67364513518,0.025508055825775172,
82567.04063247632,0.02469270146194913,
86347.96305201648,0.023915800081623032,
90302.02204316044,0.02317425606398638,
94437.14590199596,0.022465123870962767,
98761.62597834493,0.021785628655092888,
103284.13330077511,0.02113318364278527,
108013.73596290655,0.02050540427612901,
112959.91730587467,0.019900119078120386,
118132.59493340722,0.01931537718971996,
123542.14059764279,0.018749452519268104,
129199.40099556338,0.01820084445103589,
135115.71951774065,0.017668275084146413,
141302.95899300394,0.01715068301789788,
147773.52547463533,0.016647213764514262,
154540.39311578672,0.016157206952988,
161617.13018399404,0.01568018058307362,
169017.92626695373,0.015215812689752754,
176757.6207241092,0.014763920877358637,
184851.7324410973,0.014324440270191661,
193316.49094671433,0.013897400494460747,
202168.86895479533,0.01348290234770038,
211426.61639625567,0.013081094821609112,
221108.2960095334,0.012692153120511635,
231233.3205607941,0.012316258261390442,
241821.99176852946,0.011953578756618316,
252895.54101059664,0.011604254773525918,
264476.17189532047,0.011268385043802035,
276587.1047820182,0.010946016669228625,
289252.62334021524,0.010637137846980069,
302498.1232409063,0.010341673425218063,
316350.1630774958,0.01005948310388968,
330836.51761851617,0.009790362020373537,
345986.2334989038,0.009534043406701208,
361829.6874614976,0.009290202974338196,
378398.6472655419,0.00905846467214612,
395726.33538431907,0.008838407470180784,
413847.4956196361,0.008629572842711833,
432798.46276672994,0.00843147265431258,
452617.23546927935,0.008243597189218098,
473343.5524106058,0.008065423102947935,
495018.9719938298,0.007896421113608007,
517686.9556707574,0.007736063286199654,
541392.9550865723,0.007583829795283569,
566184.503215073,0.00743921507877316,
592111.3096671875,0.0073017333183776215,
619225.3603638692,0.007170923200687261,
647581.0217732317,0.007046351927863274,
677235.1499209236,0.0069276184593562795,
708247.2043923237,0.00681435597711018,
740679.3675551426,0.006706233577333833,
774596.6692414834,0.0066029572029915025,
810067.1171393609,0.006504269843245882,
847161.8331551341,0.00640995103940972,
885955.1960202559,0.006319815751368825,
926524.9904283119,0.006233712653408819,
968952.5630013399,0.006151521943080052,
1013322.9853982129,0.00607315276013024,
1059725.224892072,0.005998540323511456,
1108252.3227589026,0.0059276429019868605,
1159001.5808348707,0.005860438737105885,
1212074.756616558,0.005796923035803494,
1267578.267295219,0.005737105143547496,
1325623.403134245,0.005681005998183125,
1386326.5506175985,0.005628655950189358,
1449809.4258167401,0.005580093018070861,
1516199.318443883,0.00553536162937291,
1585629.3470810154,0.005494511879701928,
1658238.7260963656,0.005457599325479986,
1734173.0447835915,0.0054246853121080124,
1813584.5592833052,0.005395837828671975,
1896632.497872364,0.005371132873942984,
1983483.3802329618,0.005350656316587707,
2074311.3513417928,0.005334506235406799,
2169298.5306486627,0.005322795733122513,
2268635.3772447985,0.005315656229789314,
2372521.071752938,0.005313241259448525,
2481163.9157050513,0.005315730816570318,
2594781.7492083823,0.00532333632788692,
2713602.387737317,0.005336306361751868,
2837864.0789269414,0.005354933233295459,
2967815.9802840785,0.005379560722643956,
3103718.658773832,0.005410593200178121,
3245844.61328318,0.005448506554353048,
3394478.8210093947,0.0054938614544500905,
3549919.308868665,0.005547319668204029,
3712477.751070856,0.005609664415464732,
3882480.0940583847,0.005681826108337614,
4060267.2100625183,0.005764915357936454,
4246195.5805872865,0.0058602658985472894,
4440638.011191738,0.005969491217281461,
4643984.379003457,0.006094560379505875,
4856642.414462493,0.006237901123954593,
5079038.5188628705,0.006402542275665999,
5311618.619331236,0.006592313711784921,
5554849.062956665,0.006812131833468936,
5809217.551864741,0.007068413807947734,
6075234.121110557,0.007369687748239858,
6353432.161351662,0.007727502020731326,
6644369.48835128,0.008157785864060428,
6948629.461456517,0.008682859835969328,
7266822.153293941,0.009334255148440319,
7599585.57302819,0.010156052117714346,
7947586.945636123,0.011206501822805824,
8311524.049761669,0.012549218415061708,
8692126.616834069,0.014209364823638748,
9090157.794254545,0.016057528030942708,
9506415.67558567,0.01767952775772893,
9941734.90081113,0.018578206647851904,
1.0396988329875145E7,0.018764147923211703,
1.0873088792856487E7,0.018771048239199332,
1.1370990920287136E7,0.019053142278170156,
1.189169305728476E7,0.01973878775690921,
1.2436239265337834E7,0.020724797672046633,
1.3005721415756406E7,0.021771695208589632,
1.3601281378986893E7,0.022572370842867406,
1.4224113314179895E7,0.022865624226529296,
1.487546606360265E7,0.022570847045379063,
1.5556645656696366E7,0.02182329792499488,
1.6269017928800195E7,0.020869072695263436,
1.7014011259791706E7,0.019929951259899565,
1.77931194381361E7,0.0191403120779309,
1.8607904656085912E7,0.018553833046284437,
1.946000064203784E7,0.018174388862263028,
2.03511159363264E7,0.017982667818549767,
2.128303731702384E7,0.017951998097123598,
2.225763338261411E7,0.018055893197874828,
2.3276858298725832E7,0.01827091221914035,
2.434275571643584E7,0.01857728901431831,
2.545746287000018E7,0.018958655153060715,
2.66232148622296E7,0.019401483778752678,
2.7842349146100778E7,0.019894519348039846,
2.9117310211591028E7,0.020428288148700416,
3.045065448713244E7,0.020994710897898897,
3.1845055465514947E7,0.02158681009393306,
3.3303309064514637E7,0.022198495872544733,
3.48283392329978E7,0.022824413218175854,
3.6423203813739374E7,0.023459835346571718,
3.809110067471375E7,0.02410059075923285,
3.9835374121149175E7,0.0247430140557561,
4.165952160120533E7,0.025383912823707028,
4.356720071871697E7,0.02602054477449003,
4.556223656706752E7,0.026650600798487023,
4.7648629398895085E7,0.027272190828890378,
4.9830562647012316E7,0.02788383038069493,
5.21124113126199E7,0.02848442640836049,
5.449875073763604E7,0.029073261732777193,
5.6994365778727934E7,0.02964997774917224,
5.960426040144389E7,0.03021455546264931,
6.233366771367934E7,0.03076729512541032,
6.518806045859894E7,0.03130879488668798,
6.817316198804997E7,0.03183992892964091,
7.129495773847401E7,0.03236182557474426,
7.455970723232402E7,0.0328758457911734,
7.797395662905186E7,0.03338356248942337,
8.154455185083437E7,0.033886740881169046,
8.52786523093519E7,0.0343873200953986,
8.918374526114874E7,0.034887396140381166,
9.326766082035308E7,0.03538920620441422,
9.7538587658865E7,0.035895114198258096,
1.0200508942548662E8,0.036407597361074746,
1.0667612191692284E8,0.03692923368091654,
1.1156105103507555E8,0.03746268982104753,
1.1666967156664492E8,0.03801070919495909,
1.2201222682268488E8,0.03857609979609947,
1.275994291775004E8,0.03916172136345398,
1.3344248154806052E8,0.03977047145186885,
1.3955309985700467E8,0.04040526997751123,
1.4594353652427363E8,0.04106904182566451,
1.5262660503447735E8,0.04176469714218675,
1.5961570562925106E8,0.04249510898376707,
1.669248521761238E8,0.043263088078130424,
1.7456870026776624E8,0.044071354545991995,
1.8256257660796762E8,0.044922506563822746,
1.9092250974325508E8,0.04581898610141825,
1.996652622017855E8,0.046763042050519704,
2.088083641039402E8,0.0477566912679807,
2.1837014831202695E8,0.04880167828436535,
2.2836978718955886E8,0.04989943466855564,
2.3882733104381898E8,0.05105103927983025,
2.4976374832879743E8,0.05225718086653522,
2.6120096768910077E8,0.05351812466754794,
2.731619219291499E8,0.054833684819792845,
2.8567059399581397E8,0.056203204451882594,
2.987520650666968E8,0.0576255453314257,
3.124325648404804E8,0.05909908881587565,
3.267395241301802E8,0.060621749624014655,
3.4170162986475027E8,0.06219100359538454,
3.573488826093389E8,0.06380393014632897,
3.737126567195109E8,0.0654572695829034,
3.908257632500721E8,0.0671474948227105,
4.0872251574461204E8,0.06887089644891844,
4.2743879903770435E8,0.07062367941583386,
4.4701214120769453E8,0.0724020691940339,
4.6748178882437414E8,0.07420242472915725,
4.888887856423943E8,0.07602135532926109,
5.1127605489823437E8,0.07785583851657833,
5.3468848537570965E8,0.07970333599106559,
5.591730214126214E8,0.0815619051498716,
5.847787570289874E8,0.08343030406812153,
6.115570343656238E8,0.08530808843912048,
6.395615466304238E8,0.08719569965476917,
6.688484457587857E8,0.08909454393483174,
6.99476455004031E8,0.09100706314348428,
7.315069866835799E8,0.09293679862621489,
7.650042653169916E8,0.09488845003203547,
8.000354564027369E8,0.09686793163906895,
8.366708010919645E8,0.09888242917213971,
8.749837570292381E8,0.10094046049703517,
9.150511456427056E8,0.10305194391617638,
9.569533061789703E8,0.10522827810180065,
1.0007742567915817E9,0.10748243801978585,
1.0466018630060828E9,0.10982909155988149,
1.0945280138994675E9,0.1122847420413373,
1.1446488063472402E9,0.11486790235676396,
1.1970647377075796E9,0.117599307307993,
1.25188090732889E9,0.12050217174094903,
1.3092072272848508E9,0.12360250348012014,
1.3691586427594435E9,0.1269294818933499,
1.4318553625239196E9,0.13051591530674192,
1.497423099967763E9,0.13439879359642848,
1.565993325167025E9,0.1386199563190592,
1.6377035284953642E9,0.14322690198761676,
1.712697496306447E9,0.14827377093455837,
1.7911255992403932E9,0.15382254315029728,
1.8731450937324457E9,0.15994450425750623,
1.9589204373283114E9,0.16672204837404483,
2.0486236184385302E9,0.17425090742027466,
2.142434501192965E9,0.18264292440481417,
2.2405411860869184E9,0.1920295261791954,
2.343140387142058E9,0.20256610312606002,
2.450437826338281E9,0.21443757512454117,
2.5626486461075397E9,0.22786552360088932,
2.679997840716567E9,0.2431174114824916,
2.8027207074036303E9,0.2605186160386323,
2.9310633181737137E9,0.2804682940040768,
3.065283013198317E9,0.3034605309245408,
3.205648916808991E9,0.33011287156220437,
3.3524424771194315E9,0.36120530500876685,
3.5059580303579197E9,0.39773428299950103,
3.666503391041871E9,0.4409887109055916,
3.8344004691776366E9,0.4926586284453593,
4.009985915723325E9,0.5549934700301418,
4.1936117976086297E9,0.6310371124278313,
4.3856463036654005E9,0.7249845846607427,
4.586474482884159E9,0.8427363487050438,
4.796499016477109E9,0.992782033409125,
5.01614102529542E9,1.1876491572498038,
5.245840914220046E9,1.446348971078763,
5.48605925521886E9,1.7986305048950888,
5.737277710841023E9,2.2925806979261885,
6.0E9,3.00841201067096,
